CODIGO_RECEITA;ESPECIFICACAO;VR_ORC_FONTE;FONTE_RECURSO;CO;VR_ARREC_MES_FONTE;VR_ARREC_ATE_MES_FONTE;VR_ORC;VR_ARREC_MES;VR_ARREC_ATE_MES;VR_DIFERENCA
9311125001;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 25,00%;-12.711.860,00;1500701;1001;-99.099,70;-11.637.779,90;-50.847.440,00;-396.398,81;-46.551.119,60;-1.074.080,10
9311125001;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Principal - 27,44%;-13.952.537,54;1500702;1002;-108.771,83;-12.773.627,21;-50.847.440,00;-396.398,81;-46.551.119,60;-1.178.910,33
9311125002;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 47,56%;-66.584,00;1500000;;-10.514,47;-2.549.939,97;-140.000,00;-22.107,78;-5.361.522,19;2.483.355,97
9311125002;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 25,00%;-35.000,00;1500701;1001;-5.526,94;-1.340.380,54;-140.000,00;-22.107,78;-5.361.522,19;1.305.380,54
9311125002;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros - 27,44%;-38.416,00;1500702;1002;-6.066,37;-1.471.201,68;-140.000,00;-22.107,78;-5.361.522,19;1.432.785,68
9311125003;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 47,56%;-713.400,00;1500000;;-248.600,88;-488.246,08;-1.500.000,00;-522.709,98;-1.026.589,71;-225.153,92
9311125003;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 25,00%;-375.000,00;1500701;1001;-130.677,49;-256.647,42;-1.500.000,00;-522.709,98;-1.026.589,71;-118.352,58
9311125003;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - 27,44%;-411.600,00;1500702;1002;-143.431,61;-281.696,21;-1.500.000,00;-522.709,98;-1.026.589,71;-129.903,79
9311125004;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 47,56%;-475.600,00;1500000;;-124.876,47;-236.685,94;-1.000.000,00;-262.566,14;-497.657,56;-238.914,06
9311125004;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 25,00%;-250.000,00;1500701;1001;-65.641,53;-124.414,39;-1.000.000,00;-262.566,14;-497.657,56;-125.585,61
9311125004;Descontos do Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros - 27,44%;-274.400,00;1500702;1002;-72.048,14;-136.557,23;-1.000.000,00;-262.566,14;-497.657,56;-137.842,77
9311125301;Descontos do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 47,56%;-411.538,58;1500000;;0;0;-865.304,00;0;0;-411.538,58
9311125301;Descontos do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 25,00%;-216.326,00;1500701;1001;0;0;-865.304,00;0;0;-216.326,00
9311125301;Descontos do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal - 27,44%;-237.439,42;1500702;1002;0;0;-865.304,00;0;0;-237.439,42
9311125302;Descontos do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis-Multas e Juros - 47,56%;-23.780,00;1500000;;0;0;-50.000,00;0;0;-23.780,00
9311125302;Descontos do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis-Multas e Juros - 25,00%;-12.500,00;1500701;1001;0;0;-50.000,00;0;0;-12.500,00
9311125302;Descontos do Imposto sobre Transmissão -Inter Vivos- de Bens Imóveis e de Direitos Reais sobre Imóveis-Multas e Juros - 27,44%;-13.720,00;1500702;1002;0;0;-50.000,00;0;0;-13.720,00
9311145111;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal - 47,56%;-3.325.596,85;1500000;;0;0;-6.992.424,00;0;0;-3.325.596,85
9311145111;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal - 25,00%;-1.748.106,00;1500701;1001;0;0;-6.992.424,00;0;0;-1.748.106,00
9311145111;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal - 27,44%;-1.918.721,15;1500702;1002;0;0;-6.992.424,00;0;0;-1.918.721,15
9311145112;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros - 47,56%;-28.536,00;1500000;;-4.995,36;-36.766,13;-60.000,00;-10.503,28;-77.304,71;8.230,13
9311145112;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros - 25,00%;-15.000,00;1500701;1001;-2.625,82;-19.326,17;-60.000,00;-10.503,28;-77.304,71;4.326,17
9311145112;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Multas e Juros - 27,44%;-16.464,00;1500702;1002;-2.882,10;-21.212,41;-60.000,00;-10.503,28;-77.304,71;4.748,41
9311145113;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - 47,56%;-4.756,00;1500000;;0;0;-10.000,00;0;0;-4.756,00
9311145113;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - 25,00%;-2.500,00;1500701;1001;0;0;-10.000,00;0;0;-2.500,00
9311145113;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - 27,44%;-2.744,00;1500702;1002;0;0;-10.000,00;0;0;-2.744,00
9311145114;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - Multas e Juros - 47,56%;-38.048,00;1500000;;-12.563,07;-15.884,38;-80.000,00;-26.415,20;-33.398,60;-22.163,62
9311145114;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - Multas e Juros - 25,00%;-20.000,00;1500701;1001;-6.603,80;-8.349,65;-80.000,00;-26.415,20;-33.398,60;-11.650,35
9311145114;Descontos do Imposto sobre Serviços de Qualquer Natureza - ISSQN - Dívida Ativa - Multas e Juros - 27,44%;-21.952,00;1500702;1002;-7.248,33;-9.164,57;-80.000,00;-26.415,20;-33.398,60;-12.787,43
9311210101;Desconto das Taxas de Inspeção, Controle e Fiscalização - Principal - 100,00%;-10.000,00;1501000;;0;0;-10.000,00;0;0;-10.000,00
9311210102;Desconto das Taxas de Inspeção, Controle e Fiscalização - Multas e Juros - 100,00%;-1.000,00;1501000;;0;-13.970,43;-1.000,00;0;-13.970,43;12.970,43
9311210103;Desconto das Taxas de Inspeção, Controle e Fiscalização - Dívida Ativa - 100,00%;-5.000,00;1501000;;0;0;-5.000,00;0;0;-5.000,00
9311210104;Desconto das Taxas de Inspeção, Controle e Fiscalização - Dívida Ativa - Multas e Juros - 100,00%;-2.000,00;1501000;;0;-12,62;-2.000,00;0;-12,62;-1.987,38
9311215001;Desconto da Taxa de Fiscalização de Vigilância Sanitária - Principal - 100,00%;-10.000,00;1501000;;0;0;-10.000,00;0;0;-10.000,00
9311215002;Desconto das Taxa de Fiscalização de Vigilância Sanitária - Multas e Juros - 100,00%;-5.000,00;1501000;;0;-0,6;-5.000,00;0;-0,6;-4.999,40
9311215003;Desconto das Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa - 100,00%;-5.000,00;1501000;;0;0;-5.000,00;0;0;-5.000,00
9311215004;Desconto das Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa - Multas e Juros - 100,00%;-2.000,00;1501000;;0;-0,55;-2.000,00;0;-0,55;-1.999,45
9311220101;Descontos de Taxas pela Prestação de Serviços em Geral - Principal - 100,00%;-750.000,00;1501000;;0;0;-750.000,00;0;0;-750.000,00
9311220102;Descontos de Taxas pela Prestação de Serviços em Geral - Multas e Juros - 100,00%;-1.000,00;1501000;;0;0;-1.000,00;0;0;-1.000,00
9311220103;Descontos de Taxas pela Prestação de Serviços em Geral- Dívida Ativa - 100,00%;-2.000,00;1501000;;0;0;-2.000,00;0;0;-2.000,00
9311220104;Descontos de Taxas pela Prestação de Serviços em Geral - Dívida Ativa - Multas e Juros - 100,00%;-900;1501000;;0;0;-900;0;0;-900
9311225301;Desconto da Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Principal - 100,00%;-9.326.240,00;21753000;;-13.756,30;-1.183.585,93;-9.326.240,00;-13.756,30;-1.183.585,93;-8.142.654,07
9311225302;Desconto da Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Multas e Juros - 100,00%;-5.000,00;21753000;;-885,6;-3.663,80;-5.000,00;-885,6;-3.663,80;-1.336,20
9311225303;Desconto da Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa - 100,00%;-10.000,00;21753000;;-23.346,24;-58.330,47;-10.000,00;-23.346,24;-58.330,47;48.330,47
9311225304;Desconto da Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa - Multas e Juros - 100,00%;-80.000,00;21753000;;-15.579,79;-35.255,08;-80.000,00;-15.579,79;-35.255,08;-44.744,92
9312410000;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública;0;;;0;0;-21.196,00;-1.186,63;-25.495,91;4.299,91
9312415001;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública - Principal - 30,00%;-6.358,80;1501000;;-46,33;-6.634,16;-21.196,00;-154,44;-22.113,87;275,36
9312415001;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública - Principal - 70,00%;-14.837,20;21751000;;-108,11;-15.479,71;-21.196,00;-154,44;-22.113,87;642,51
9312415002;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública - Multa e Juros - 30,00%;0;1501000;;-8,46;-16,65;0;-28,22;-55,51;16,65
9312415002;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública - Multa e Juros - 70,00%;0;21751000;;-19,76;-38,86;0;-28,22;-55,51;38,86
9312415003;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública -Dívida Ativa - 30,00%;0;1501000;;-194,18;-535,11;0;-647,29;-1.783,73;535,11
9312415003;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública -Dívida Ativa - 70,00%;0;21751000;;-453,11;-1.248,62;0;-647,29;-1.783,73;1.248,62
9312415004;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública - Dívida Ativa - Multa e Juros - 30,00%;0;1501000;;-107;-462,84;0;-356,68;-1.542,80;462,84
9312415004;Desconto da Contribuição para o Custeio do Serviço de Iluminação Pública - Dívida Ativa - Multa e Juros - 70,00%;0;21751000;;-249,68;-1.079,96;0;-356,68;-1.542,80;1.079,96
9319110000;Descontos Multas Administrativas, Contratuais e Judiciais;0;;;0;0;0;-7.824,51;-66.449,63;66.449,63
9319110100;Descontos Multas Previstas em Legislação Específica;0;;;0;0;0;-7.824,51;-66.449,63;66.449,63
9319110101;Descontos Multas Previstas em Legislação Específica - Principal - 100,00%;0;1501000;;-7.824,51;-65.045,57;0;-7.824,51;-65.045,57;65.045,57
9319110102;Descontos Multas Previstas em Legislação Específica - Multas e Juros - 100,00%;0;1501000;;0;-1.404,06;0;0;-1.404,06;1.404,06
9500000000;Dedução para Formação do FUNDEB;0;;;0;0;-181.533.251,00;-16.702.166,11;-59.125.441,65;-122.407.809,35
9517115111;Dedução de Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal - 100,00%;-28.563.943,00;1500701;1001;2.198.325,38;-8.326.823,08;-28.563.943,00;-2.198.325,38;-8.326.823,08;-20.237.119,92
9517115201;Dedução de Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal - 100,00%;-20.968,00;1500701;1001;1.139,22;-11.286,46;-20.968,00;-1.139,22;-11.286,46;-9.681,54
9517215001;Dedução de Cota-Parte do ICMS - Principal - 100,00%;-118.383.456,00;1500701;1001;9.138.501,82;-27.171.511,38;-118.383.456,00;-9.138.501,82;-27.171.511,38;-91.211.944,62
9517215101;Dedução de Cota-Parte do IPVA - Principal - 100,00%;-33.462.386,00;1500701;1001;5.242.467,16;-23.290.842,26;-33.462.386,00;-5.242.467,16;-23.290.842,26;-10.171.543,74
9517215201;Dedução de Cota-Parte do IPI - Municípios - Principal - 100,00%;-1.102.498,00;1500701;1001;121.732,53;-324.978,47;-1.102.498,00;-121.732,53;-324.978,47;-777.519,53
9900000000;Outras Deduções;0;;;0;0;-11.929.000,00;-1.037.223,41;-3.205.214,04;-8.723.785,96
9910000000;Outras Deduções Receitas Correntes;0;;;0;0;-3.000.000,00;-281.276,99;-937.374,78;-2.062.625,22
9919000000;Outras Deduções Outras Receitas Correntes;0;;;0;0;-3.000.000,00;-281.276,99;-937.374,78;-2.062.625,22
9919110000;Outras Deduções Multas Administrativas, Contratuais e Judiciais;0;;;0;0;-3.000.000,00;-139.397,45;-438.400,02;-2.561.599,98
9919110100;Outras Deduções Multas Previstas em Legislação Específica;0;;;0;0;-3.000.000,00;-139.397,45;-438.400,02;-2.561.599,98
9919110101;Outras Deduções de Multas Previstas em Legislação Específica - Principal - 30,00%;-900.000,00;1501000;;-41.819,30;-132.705,98;-3.000.000,00;-139.397,45;-438.400,02;-767.294,02
9919110101;Outras Deduções de Multas Previstas em Legislação Específica - Principal - 70,00%;-2.100.000,00;21752000;;-97.578,15;-305.694,04;-3.000.000,00;-139.397,45;-438.400,02;-1.794.305,96
9919990000;Outras Deduções Outras Receitas Correntes;0;;;0;0;0;-141.879,54;-498.974,76;498.974,76
9919999900;Outras Deduções Outras Receitas;0;;;0;0;0;-141.879,54;-498.974,76;498.974,76
9919999921;Outras Deduções Outras Receitas Não Arrecadadas e Não Projetadas pela RFB - Primárias - Principal - 100,00%;0;1501000;;-141.879,54;-498.974,76;0;-141.879,54;-498.974,76;498.974,76
9972150211;Outras Deduções - Contribuição Patronal - Servidor Civil Ativo - Principal - 30,73%;-2.743.881,70;81800811;1111;-242.003,63;-726.010,89;-8.929.000,00;-755.946,42;-2.267.839,26;-2.017.870,81
9972150211;Outras Deduções - Contribuição Patronal - Servidor Civil Ativo - Principal - 69,27%;-6.185.118,30;81801811;2111;-513.942,79;-1.541.828,37;-8.929.000,00;-755.946,42;-2.267.839,26;-4.643.289,93
