num_emp;ano_insc;ug;uo;fonte;num_doc;credor;nome_credor;valor;valor_anu_ant;valor_anu_mes;valor_em_liq_ant;valor_em_liq_mes;valor_liq_ant;valor_liq_mes;valor_pag_ant;valor_pag_mes;saldo_ant;saldo_mes
10817;2022;1546;1131;01500702;/;34257;JOSE AUGUSTO PADUA SALAS -OFTALMOLOGIA - EIRELI - EPP;6.766,95;6.766,95;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10818;2022;1546;1131;01500702;/;34257;JOSE AUGUSTO PADUA SALAS -OFTALMOLOGIA - EIRELI - EPP;385.643,61;385.643,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10819;2022;0171;1151;01500000;/;33537;CONSTRUTORA HENRIQUE TENTE LTDA;25.614,29;0,00;0,00;0,00;0,00;25.614,29;0,00;25.614,29;0,00;0,00;0,00
10820;2022;1546;1131;01500702;/;20746;ECOIMAGEM CENTRO DE DIAGNÓSTICO POR IMAGEM LTDA;84,00;84,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10824;2022;1546;1131;21600000;/;139;HOSPITAL E MATERNIDADE SANTA RITA S/A;273.640,56;273.640,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10827;2022;4123;1123;01500701;/;53645;CONSERVADORA E ADMINISTRADORA GARCIA SERVICOS EIRELI;72.881,30;0,00;0,00;0,00;0,00;72.881,30;0,00;72.881,30;0,00;0,00;0,00
10828;2022;4123;1123;01500701;/;53645;CONSERVADORA E ADMINISTRADORA GARCIA SERVICOS EIRELI;75.784,58;0,00;0,00;0,00;0,00;75.784,58;0,00;75.784,58;0,00;0,00;0,00
10830;2022;4123;1123;01500701;/;53645;CONSERVADORA E ADMINISTRADORA GARCIA SERVICOS EIRELI;10.862,37;0,00;0,00;0,00;0,00;10.862,37;0,00;10.862,37;0,00;0,00;0,00
10831;2022;0147;1251;01500000;/;50536;QUATTO TECNOLOGIA LTDA.;150.000,00;0,00;0,00;0,00;0,00;150.000,00;0,00;150.000,00;0,00;0,00;0,00
10834;2022;0171;1151;41754901;/;51855;CONSORCIO CONTAGEM CAF;19.791,21;2.239,01;0,00;0,00;0,00;17.552,20;0,00;17.552,20;0,00;0,00;0,00
10835;2022;0171;1151;41754901;5864/2022;56824;CONSÓRCIO DYNATEST HPT II;65.365,67;11.538,03;0,00;0,00;0,00;53.827,64;0,00;53.827,64;0,00;0,00;0,00
10837;2022;1546;1131;21621000;/;53563;Serviço Social Autônomo - SSA Contagem;96.759,52;96.759,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10857;2022;1546;1131;21600000;5905/2022;16305;IMOC INSTITUTO MINEIRO DE OLHOS DE CONTAGEM LTDA;42.152,49;42.152,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10859;2022;1546;1131;21600000;5905/2022;51040;IMED CENTRO MEDICO ESPECIALIZADO LTDA;135.000,00;103.643,34;0,00;0,00;0,00;31.356,66;0,00;31.356,66;0,00;0,00;0,00
10860;2022;1546;1131;01500702;5905/2022;51040;IMED CENTRO MEDICO ESPECIALIZADO LTDA;1.000,00;1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10865;2022;0171;1151;21753000;/;12724;SUMA BRASIL - SERVICOS URBANOS E MEIO AMBIENTE S.A.;100.000,00;0,00;0,00;0,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00
10868;2022;1546;1131;01500702;/;53258;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;893,25;893,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10870;2022;1546;1131;21600000;/;53258;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;67,86;67,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10871;2022;0171;1151;21753000;/;54034;CONSÓRCIO CONTAGEM LIMPA;399.573,52;0,00;0,00;0,00;0,00;399.573,52;0,00;399.573,52;0,00;0,00;0,00
10874;2022;0171;1151;02500000;/;54034;CONSÓRCIO CONTAGEM LIMPA;470.836,71;8.209,52;0,00;0,00;0,00;462.627,19;0,00;462.627,19;0,00;0,00;0,00
10928;2022;1546;1131;01500702;/;27650;ASSOCIAÇÃO EVANGÉLICA BENEFICENTE DE MINAS GERAIS;33.160,44;0,00;0,00;0,00;0,00;33.160,44;0,00;33.160,44;0,00;0,00;0,00
10931;2022;1546;1131;01500702;/;27650;ASSOCIAÇÃO EVANGÉLICA BENEFICENTE DE MINAS GERAIS;478.450,61;188.882,29;0,00;0,00;0,00;289.568,32;0,00;289.568,32;0,00;0,00;0,00
10935;2022;0116;1071;01500000;4770/2019;41395;CONCEITO SOLUÇÃO EM PUBLICAÇÃO EIRELI ME;10.000,00;2.047,36;0,00;0,00;0,00;7.952,64;0,00;7.952,64;0,00;0,00;0,00
10936;2022;1546;1131;21600000;/;16568;LACERDA ALIMENTACAO LTDA-EPP;16.902,60;16.902,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10937;2022;0116;1071;01500000;5403/2021;52955;COOPERTRANSP -COOPERATIVA DE PRESTADORES DE SERVIÇO DE TRANSPORTE DE PASSAGEIROS E CARGAS DE NOVA LIMA LTDA;9.560,15;0,00;0,00;0,00;0,00;9.560,15;0,00;9.560,15;0,00;0,00;0,00
10938;2022;1546;1131;22621000;/;16568;LACERDA ALIMENTACAO LTDA-EPP;22.119,24;22.119,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10939;2022;1546;1131;21621000;/;16568;LACERDA ALIMENTACAO LTDA-EPP;158.987,40;12.595,44;0,00;0,00;0,00;146.391,96;0,00;146.391,96;0,00;0,00;0,00
10940;2022;1546;1131;01500702;/;17684;ELCORDIS CENTRO DE DIAGNOSTICOS LTDA;12.718,80;12.718,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10949;2022;0116;1071;21751000;/;13685;CEMIG DISTRIBUIÇÃO S/A;1.000.000,00;1.000.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10950;2022;0116;1071;01500000;5237/2020;319;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;120.000,00;120.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10952;2022;0116;1071;01500000;/;41045;MEDWORK SERVIÇOS MEDICOS E PSICOLOGICOS LTDA EPP;14.937,25;0,00;0,00;0,00;0,00;14.937,25;0,00;14.937,25;0,00;0,00;0,00
10956;2022;0145;1181;01500000;5922/2022;360;FUNDAÇÃO DOM BOSCO;12.361,35;12.361,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10995;2022;1546;1131;21600000;/;49694;LUIMAR DIAGNOSTICOS LTDA;62.289,73;2.482,36;0,00;0,00;0,00;59.807,37;0,00;59.807,37;0,00;0,00;0,00
10996;2022;1546;1131;21600000;/;24917;ASSOCIAÇÃO CUIDAR BEM/MG - ACB;45.833,34;45.833,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
10997;2022;1546;1131;01500702;/;36817;INSTITUIÇÃO DE COOPERAÇÃO INTERMUNICIPAL DO MÉDIO PARAOPEBA - CISMEP;30.000,00;30.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11001;2022;1546;1131;21600000;5907/2022;57035;AACP SERVICO AMBIENTAL EIRELI;3.333,00;3.333,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11002;2022;1546;1131;01500702;/;50567;HEMARCON ENGENHARIA DE AR CONDICIONADO EIRELI;12.760,65;7.429,82;0,00;0,00;0,00;5.330,83;0,00;5.330,83;0,00;0,00;0,00
11003;2022;0108;1041;01500000;/;24120;CARTÓRIO MOTA 1º OFÍCIO DE NOTAS DE CONTAGEM;1.946,37;0,00;1.946,37;0,00;0,00;0,00;0,00;0,00;0,00;1.946,37;0,00
11006;2022;1546;1131;21600000;5916/2022;57124;ATRIUM EMPRESA DE VIAGENS E TURISMO LTDA;6.489,69;0,00;6.489,69;0,00;0,00;0,00;0,00;0,00;0,00;6.489,69;0,00
11007;2022;1546;1131;21600000;/;45879;PREMIUM DISTRIBUIDORA EIRELI;7.010,47;0,00;7.010,47;0,00;0,00;0,00;0,00;0,00;0,00;7.010,47;0,00
11014;2022;0171;1151;42754901;/;242;CONSTRUTORA E DRAGAGEM PARAOPEBA LTDA.;83.175,30;0,00;0,00;0,00;0,00;83.175,30;0,00;83.175,30;0,00;0,00;0,00
11015;2022;0171;1151;42754901;/;242;CONSTRUTORA E DRAGAGEM PARAOPEBA LTDA.;117.000,00;0,00;0,00;0,00;0,00;117.000,00;0,00;117.000,00;0,00;0,00;0,00
11022;2022;0108;1041;01500000;/;232;CARTORIO DO SEGUNDO OFICIO DE NOTAS;246,73;0,00;246,73;0,00;0,00;0,00;0,00;0,00;0,00;246,73;0,00
11023;2022;1814;1113;01500000;5681/2022;29463;DHD PRESTAÇÃO DE SERVIÇOS DE CONSTRUÇÃO CIVIL LTDA-EPP;80.069,70;80.069,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11040;2022;0106;1021;02500000;/;51912;SERGIO MACHADO REIS EPP;2.444,42;0,00;0,00;0,00;0,00;2.444,42;0,00;2.444,42;0,00;0,00;0,00
11042;2022;0106;1021;01500000;/;3081;CONFEDERACAO NACIONAL DE MUNICIPIOS;3.071,00;0,00;0,00;0,00;0,00;3.071,00;0,00;3.071,00;0,00;0,00;0,00
11047;2022;4123;1123;01500701;/;13931;ON LINE TECNOLOGIA E INTEGRAÇÃO LTDA-EPP;36.774,19;0,00;0,00;0,00;0,00;36.774,19;0,00;36.774,19;0,00;0,00;0,00
11048;2022;4123;1123;01500701;/;1892;EMC TECNOLOGIA LTDA;3.652,96;0,00;0,00;0,00;0,00;3.652,96;0,00;3.652,96;0,00;0,00;0,00
11049;2022;4123;1123;01500701;/;1892;EMC TECNOLOGIA LTDA;1.702,52;0,00;0,00;0,00;0,00;1.702,52;0,00;1.702,52;0,00;0,00;0,00
11056;2022;4171;1123;01500701;5717/2022;54861;CONSORCIO CONSTRUTOR CEMEI CONTAGEM TIPOLOGIA 1;76.084,36;0,00;0,00;0,00;0,00;76.084,36;0,00;76.084,36;0,00;0,00;0,00
11078;2022;0171;1151;41754900;5700/2022;242;CONSTRUTORA E DRAGAGEM PARAOPEBA LTDA.;150.000,00;49.575,48;0,00;0,00;0,00;100.424,52;0,00;100.424,52;0,00;0,00;0,00
11080;2022;0171;1151;41754900;5700/2022;56089;CONSORCIO SE - CONTAGEM;1.900.000,00;1.094.870,26;0,00;0,00;0,00;805.129,74;0,00;805.129,74;0,00;0,00;0,00
11081;2022;0171;1151;41754900;5700/2022;16534;EMBRAURB - EMPRESA BRASILEIRA DE URBANIZAÇÃO LTDA;300.000,00;88.959,30;0,00;0,00;0,00;211.040,70;0,00;211.040,70;0,00;0,00;0,00
11083;2022;4123;1123;01500701;5802/2022;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;193.236,07;0,00;0,00;0,00;0,00;193.236,07;0,00;193.236,07;0,00;0,00;0,00
11140;2022;0181;1171;02500000;5860/2022;56623;B F DOS SANTOS-RESTAURANTE;420,30;0,00;0,00;0,00;0,00;420,30;0,00;420,30;0,00;0,00;0,00
11146;2022;1546;1131;52710710;/;27191;ACHEI INDÚSTRIA DE MÓVEIS PARA ESCRITÓRIO LTDA;2.350,00;0,00;0,00;0,00;0,00;2.350,00;0,00;2.350,00;0,00;0,00;0,00
11232;2022;0181;1171;01500000;/;1388;CREDICAR LOCADORA DE VEICULOS LTDA;193.016,65;13.449,48;0,00;0,00;0,00;179.567,17;0,00;179.567,17;0,00;0,00;0,00
11234;2022;0147;1251;02500000;/;1892;EMC TECNOLOGIA LTDA;180.000,00;0,00;0,00;0,00;0,00;180.000,00;0,00;180.000,00;0,00;0,00;0,00
11237;2022;0147;1251;01500000;/;50536;QUATTO TECNOLOGIA LTDA.;5.955,68;0,00;0,00;0,00;0,00;5.955,68;0,00;5.955,68;0,00;0,00;0,00
11273;2022;0143;1241;01500000;/;20909;KS - EVENTOS E SHOW LTDA.;1.789,69;0,00;0,00;0,00;0,00;1.789,69;0,00;1.789,69;0,00;0,00;0,00
11280;2022;1546;1131;22621000;/;40432;BIOHOSP PRODUTOS HOSPITALAES LTDA;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00
11292;2022;0181;1171;01500000;/;15;INSS - INSTITUTO NACIONAL DO SEGURO SOCIAL;5.388,44;3.650,40;0,00;0,00;0,00;1.738,04;0,00;1.738,04;0,00;0,00;0,00
11301;2022;1546;1131;21621000;/;35263;SIMPRESS COMÉRCIO LOCAÇÃO E SERVIÇOS S/A;6.956,00;446,08;0,00;0,00;0,00;6.509,92;0,00;6.509,92;0,00;0,00;0,00
11335;2022;0116;1071;01500000;/;53280;WC VIAGENS E TURISMO EIRELI;64.650,00;64.650,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11388;2022;0124;1081;01500000;/;14682;BANCO MERCANTIL DO BRASIL S A;3.239,56;898,39;0,00;0,00;0,00;2.341,17;0,00;2.341,17;0,00;0,00;0,00
11390;2022;0124;1081;01500000;/;25831;BANCO SANTANDER ( BRASIL) S/A;2.200,00;1.825,75;0,00;0,00;0,00;374,25;0,00;374,25;0,00;0,00;0,00
11391;2022;0124;1081;01500000;/;323;CAIXA ECONOMICA FEDERAL;4.000,00;4.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11392;2022;0124;1081;01500000;/;35527;BANCO COOPERATIVO DO BRASIL S/A;3.300,00;1.854,35;0,00;0,00;0,00;1.445,65;0,00;1.445,65;0,00;0,00;0,00
11394;2022;0124;1081;01500000;/;23815;BANCO INTER S/A;3.300,00;3.029,58;0,00;0,00;0,00;270,42;0,00;270,42;0,00;0,00;0,00
11397;2022;0124;1081;01500000;/;24785;BANCO ITAÚ S.A;5.500,00;3.635,62;0,00;0,00;0,00;1.864,38;0,00;1.864,38;0,00;0,00;0,00
11400;2022;0124;1081;01500000;/;14680;BANCO BRADESCO SA;7.000,00;2.431,94;0,00;0,00;0,00;4.568,06;0,00;4.568,06;0,00;0,00;0,00
11402;2022;0124;1081;01500000;/;399;BANCO DO BRASIL S/A;2.000,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11404;2022;4123;1123;02500701;/;46171;VISA INDÚSTRIA ATACADISTA LTDA;6.966.474,66;0,00;0,00;0,00;0,00;6.966.474,66;0,00;6.966.474,66;0,00;0,00;0,00
11406;2022;4123;1123;02500701;/;46171;VISA INDÚSTRIA ATACADISTA LTDA;2.570.139,78;0,00;0,00;0,00;0,00;2.570.139,78;0,00;2.570.139,78;0,00;0,00;0,00
11409;2022;4123;1123;02500701;/;46171;VISA INDÚSTRIA ATACADISTA LTDA;630.540,00;0,00;0,00;0,00;0,00;630.540,00;0,00;630.540,00;0,00;0,00;0,00
11411;2022;4123;1123;01500000;/;46171;VISA INDÚSTRIA ATACADISTA LTDA;39.428,40;0,00;0,00;0,00;0,00;39.428,40;0,00;39.428,40;0,00;0,00;0,00
11415;2022;4123;1123;01500000;/;46171;VISA INDÚSTRIA ATACADISTA LTDA;26.285,60;0,00;0,00;0,00;0,00;26.285,60;0,00;26.285,60;0,00;0,00;0,00
11416;2022;0171;1151;41754900;5935/2022;49841;CONSORCIO VERTRAN - CSL;2.040.000,00;558.391,38;0,00;0,00;0,00;1.481.608,62;0,00;1.481.608,62;0,00;0,00;0,00
11617;2022;1546;1131;21600000;/;25288;GRECIA SIMONE DE OLIVEIRA MENDES;1.574,25;1.425,16;0,00;0,00;0,00;149,09;0,00;149,09;0,00;0,00;0,00
11621;2022;1546;1131;21636000;/;8608;SBIS-SOCIEDADE BRASILEIRA DE INFORMATICA NA SAUDE;4.320,00;4.320,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11639;2022;1546;1131;52621710;/;50101;HOSPSHOP PRODUTOS HOSPITALARES EIRELI;31.360,00;0,00;0,00;0,00;0,00;31.360,00;0,00;31.360,00;0,00;0,00;0,00
11660;2022;4123;1123;01500701;/;1892;EMC TECNOLOGIA LTDA;2.156,05;0,00;0,00;0,00;0,00;2.156,05;0,00;2.156,05;0,00;0,00;0,00
11668;2022;0171;1151;01500000;/;40095;RFJ CONSTRUTORA EIRELI-EPP;18.186,83;18.186,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11676;2022;4123;1123;01500701;5731/2022;55192;CONSÓRCIO MINAS PROJETOS;200.396,00;200.396,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11684;2022;1546;1131;21600000;/;34171;ATMOSFERA GESTÃO E HIGIENIZAÇÃO DE TÊXTEIS S/A;2.237,55;2.237,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11699;2022;4123;1123;01500701;5802/2022;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;270.000,00;0,00;0,00;0,00;0,00;270.000,00;0,00;270.000,00;0,00;0,00;0,00
11700;2022;4123;1123;01500701;5802/2022;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;2.000.000,00;0,00;0,00;0,00;0,00;2.000.000,00;0,00;2.000.000,00;0,00;0,00;0,00
11701;2022;4123;1123;01500701;5802/2022;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;400.000,00;0,00;0,00;0,00;0,00;400.000,00;0,00;400.000,00;0,00;0,00;0,00
11702;2022;4123;1123;01500701;5802/2022;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;700.000,00;39.260,90;0,00;0,00;0,00;660.739,10;0,00;660.739,10;0,00;0,00;0,00
11703;2022;4123;1123;01500701;/;53573;ASSOCIAÇÃO EDUCACIONAL DA JUVENTUDE- ASSEJ;129.000,00;129.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11704;2022;4123;1123;01500701;/;53573;ASSOCIAÇÃO EDUCACIONAL DA JUVENTUDE- ASSEJ;75.784,57;75.784,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11705;2022;4123;1123;01500701;/;53573;ASSOCIAÇÃO EDUCACIONAL DA JUVENTUDE- ASSEJ;10.790,37;10.790,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11707;2022;0181;1171;01500000;5540/2021;53684;EFLEX INDÚSTRIA E COMÉRCIO DE MÓVEIS EIRELI;9.136,46;0,00;0,00;0,00;0,00;9.136,46;0,00;9.136,46;0,00;0,00;0,00
11709;2022;0171;1151;01500000;/;242;CONSTRUTORA E DRAGAGEM PARAOPEBA LTDA.;750.217,48;6.579,35;0,00;0,00;0,00;743.638,13;0,00;743.638,13;0,00;0,00;0,00
11710;2022;0181;1171;01500000;5860/2022;20354;RANGAP DISTRIBUIDORA DE ALIMENTOS LTDA-ME;4.212,51;0,00;0,00;0,00;0,00;4.212,51;0,00;4.212,51;0,00;0,00;0,00
11712;2022;0116;1071;01500000;5535/2021;52538;AM SERVICE PRESTADORA DE SERVICOS LTDA;2.415,20;80,80;0,00;0,00;0,00;2.334,40;0,00;2.334,40;0,00;0,00;0,00
11718;2022;0107;1031;01500000;/;18846;ANTONIO CARLOS COLOBO FREITAS;8.100,00;0,00;0,00;0,00;0,00;8.100,00;0,00;8.100,00;0,00;0,00;0,00
11721;2022;1546;1131;22621000;/;48544;D3JF EMPREENDIMENTOS COMERCIAIS EIRELI;754,90;0,00;0,00;0,00;0,00;754,90;0,00;754,90;0,00;0,00;0,00
11722;2022;1546;1131;22621000;/;48544;D3JF EMPREENDIMENTOS COMERCIAIS EIRELI;3.090,00;0,00;0,00;0,00;0,00;3.090,00;0,00;3.090,00;0,00;0,00;0,00
11725;2022;4123;1123;01500701;5452/2021;29249;CLARO S.A.;61.000,00;41.142,40;0,00;0,00;0,00;19.857,60;0,00;19.857,60;0,00;0,00;0,00
11729;2022;0171;1151;21753000;/;54034;CONSÓRCIO CONTAGEM LIMPA;1.421.092,34;0,00;0,00;0,00;0,00;1.421.092,34;0,00;1.421.092,34;0,00;0,00;0,00
11732;2022;0171;1151;01500000;/;17413;TCM TERRAPLENAGEM, CONSTRUÇÕES E MÁQUINAS LTDA;420.000,00;7.742,30;0,00;0,00;0,00;412.257,70;0,00;412.257,70;0,00;0,00;0,00
11736;2022;0112;1061;01500000;5906/2022;51943;KBB Acabamentos Gráficos Ltda - ME;104.550,00;0,00;104.550,00;0,00;0,00;0,00;0,00;0,00;0,00;104.550,00;0,00
11743;2022;0112;1061;01500000;/;54735;G-F COMERCIO E IMPORTACAO DE EQUIPAMENTOS INDUSTRIAIS LTDA;9.000,00;0,00;0,00;0,00;0,00;9.000,00;0,00;9.000,00;0,00;0,00;0,00
11747;2022;4123;1123;01500701;/;53645;CONSERVADORA E ADMINISTRADORA GARCIA SERVICOS EIRELI;489.582,30;206.457,76;0,00;0,00;0,00;283.124,54;0,00;283.124,54;0,00;0,00;0,00
11748;2022;4123;1123;01500701;/;53573;ASSOCIAÇÃO EDUCACIONAL DA JUVENTUDE- ASSEJ;500.000,00;500.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11767;2022;0104;1051;01500000;/;91;ROCHA FARIA EMPREENDIMENTOS S/C LTDA.;13.037,32;0,00;0,00;0,00;0,00;13.037,32;0,00;13.037,32;0,00;0,00;0,00
11768;2022;0124;1081;01500000;/;56346;LORENNA CRISTINA DO AMARAL BELOTTE;108,95;0,00;0,00;0,00;0,00;108,95;0,00;108,95;0,00;0,00;0,00
11771;2022;0171;1151;42754901;/;242;CONSTRUTORA E DRAGAGEM PARAOPEBA LTDA.;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11775;2022;0171;1151;31500000;/;242;CONSTRUTORA E DRAGAGEM PARAOPEBA LTDA.;5.797,21;68,31;0,00;0,00;0,00;5.728,90;0,00;5.728,90;0,00;0,00;0,00
11776;2022;0171;1151;31500000;/;242;CONSTRUTORA E DRAGAGEM PARAOPEBA LTDA.;4.768,44;695,76;0,00;0,00;0,00;4.072,68;0,00;4.072,68;0,00;0,00;0,00
11779;2022;1546;1131;01500702;/;139;HOSPITAL E MATERNIDADE SANTA RITA S/A;260.014,67;134.864,73;0,00;0,00;0,00;125.149,94;0,00;125.149,94;0,00;0,00;0,00
11788;2022;0171;1151;31500000;/;54038;FORTAL ENGENHARIA EIRELI;735,04;735,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11791;2022;0171;1151;21753000;/;17436;VINA EQUIPAMENTOS E CONSTRUÇÕES LTDA;632.534,79;0,00;0,00;0,00;0,00;632.534,79;0,00;632.534,79;0,00;0,00;0,00
11792;2022;0171;1151;21753000;/;17436;VINA EQUIPAMENTOS E CONSTRUÇÕES LTDA;43.145,62;43.145,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11794;2022;0171;1151;41754901;/;48546;TRAÇADO CONSTRUÇÕES E SERVIÇOS LTDA;267.955,30;3.169,34;0,00;0,00;0,00;264.785,96;0,00;264.785,96;0,00;0,00;0,00
11795;2022;0171;1151;41754901;/;48546;TRAÇADO CONSTRUÇÕES E SERVIÇOS LTDA;85.991,91;0,00;0,00;0,00;0,00;85.991,91;0,00;85.991,91;0,00;0,00;0,00
11796;2022;0171;1151;31500000;/;48546;TRAÇADO CONSTRUÇÕES E SERVIÇOS LTDA;21.704,58;0,00;0,00;0,00;0,00;21.704,58;0,00;21.704,58;0,00;0,00;0,00
11797;2022;0171;1151;31500000;/;48546;TRAÇADO CONSTRUÇÕES E SERVIÇOS LTDA;14.912,73;4.680,10;0,00;0,00;0,00;10.232,63;0,00;10.232,63;0,00;0,00;0,00
11798;2022;0108;1041;01500000;/;91;ROCHA FARIA EMPREENDIMENTOS S/C LTDA.;32.529,58;0,00;0,00;0,00;0,00;32.529,58;0,00;32.529,58;0,00;0,00;0,00
11806;2022;0171;1151;41754900;5710/2021;54750;CONSORCIO - NOVA MARACANA;1.078.123,75;0,00;0,00;0,00;0,00;1.078.123,75;0,00;1.078.123,75;0,00;0,00;0,00
11807;2022;0171;1151;41754900;5710/2021;54750;CONSORCIO - NOVA MARACANA;452.928,50;22.048,50;0,00;0,00;0,00;430.880,00;0,00;430.880,00;0,00;0,00;0,00
11808;2022;0171;1151;31500000;5710/2021;54750;CONSORCIO - NOVA MARACANA;163.641,60;21.646,93;0,00;0,00;0,00;141.994,67;0,00;141.994,67;0,00;0,00;0,00
11813;2022;0171;1151;42754901;/;53478;CONSÓRCIO KTM / PERFIL CONTAGEM;834.520,33;496.117,57;0,00;0,00;0,00;338.402,76;0,00;338.402,76;0,00;0,00;0,00
11817;2022;0171;1151;41754900;/;40095;RFJ CONSTRUTORA EIRELI-EPP;446.537,65;355.686,07;0,00;0,00;0,00;90.851,58;0,00;90.851,58;0,00;0,00;0,00
11819;2022;0171;1151;41754900;/;40095;RFJ CONSTRUTORA EIRELI-EPP;819.636,38;142.497,08;0,00;0,00;0,00;677.139,30;0,00;677.139,30;0,00;0,00;0,00
11823;2022;4123;1123;01500000;/;309;TONY PLACAS EIRELI;10.206,45;10.206,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11824;2022;4123;1123;01500000;/;309;TONY PLACAS EIRELI;5.517,00;5.517,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11825;2022;4123;1123;01500000;/;309;TONY PLACAS EIRELI;1.839,00;1.839,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11828;2022;0171;1151;42754901;/;53478;CONSÓRCIO KTM / PERFIL CONTAGEM;410.909,09;7.574,43;0,00;0,00;0,00;403.334,66;0,00;403.334,66;0,00;0,00;0,00
11829;2022;0116;1071;01500000;/;41600;MGS MINAS GERAIS ADMINISTRAÇÃO E SERVIÇOS SA;304.986,97;7.822,41;0,00;0,00;0,00;297.164,56;0,00;297.164,56;0,00;0,00;0,00
11831;2022;0171;1151;31500000;/;53478;CONSÓRCIO KTM / PERFIL CONTAGEM;45.479,67;27.037,41;0,00;0,00;0,00;18.442,26;0,00;18.442,26;0,00;0,00;0,00
11834;2022;0171;1151;01500000;/;242;CONSTRUTORA E DRAGAGEM PARAOPEBA LTDA.;63.135,73;0,00;0,00;0,00;0,00;63.135,73;0,00;63.135,73;0,00;0,00;0,00
11836;2022;1546;1131;22621000;/;319;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;26.216,44;26.216,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
11838;2022;0136;1101;01500000;/;33537;CONSTRUTORA HENRIQUE TENTE LTDA;23.934,23;0,00;0,00;0,00;0,00;23.934,23;0,00;23.934,23;0,00;0,00;0,00
11839;2022;0136;1101;01500000;/;45854;VLB SERVIÇOS EIRELI;26.000,00;0,00;0,00;0,00;0,00;26.000,00;0,00;26.000,00;0,00;0,00;0,00
11840;2022;0136;1101;01500000;/;43451;ENSIWA LTDA;27.414,85;0,00;0,00;0,00;0,00;27.414,85;0,00;27.414,85;0,00;0,00;0,00
11841;2022;0136;1101;01500000;/;14862;G.A.D. PARTICIPAÇÕES E EMPREENDIMENTOS LTDA.;2.500,00;0,00;0,00;0,00;0,00;2.500,00;0,00;2.500,00;0,00;0,00;0,00
